url_length,num_dots,num_hyphens,num_digits,num_special_chars,num_slashes,url_depth,domain_length,subdomain_count,has_ip_address,tld_suspicious,tld_in_path,has_at_symbol,has_double_slash,https_token_in_domain,url_entropy,digit_ratio,letter_ratio,path_length,query_length,num_query_params,fragment_present,brand_in_subdomain,brand_in_path,suspicious_words_count,has_port,is_https,domain_has_hyphen,num_subdomains_gt2,url_has_encoded_chars,brand_typosquat,brand_exact_in_domain,label
43,1,0,2,2,1,1,11,0,0,0,0,0,0,0,3.933296418311018,0.015243688433077919,0.9195381314820551,26,3,2,0,0,0,0,0,1,0,0,0,0,0,0
15,2,1,4,0,2,1,11,1,0,0,0,0,0,0,3.896392038634861,0.08853803695725782,0.8949564635452116,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0
31,3,1,2,2,1,0,6,0,0,0,0,0,0,0,3.7275613975747595,0.06414100216292844,0.8999064403174342,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0
40,3,0,1,1,4,2,5,0,0,0,0,0,0,0,2.514099699995948,0.004735581045158022,0.8826597560580668,6,16,0,0,0,0,1,0,1,0,0,0,0,0,0
21,2,1,2,2,2,1,12,1,0,0,0,0,0,0,3.6386391642406686,0.029141983265579263,0.7391980728038753,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0
31,3,0,4,2,1,0,10,0,0,0,0,0,0,0,3.224964814166905,0.024116871077008953,0.8511548668934744,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0
47,2,1,4,2,4,1,11,1,0,0,0,0,0,0,3.2418864374941827,0.09614094978373494,0.8350717945836398,20,15,2,0,0,0,0,0,1,0,0,0,0,0,0
26,1,1,0,0,3,0,8,1,0,0,0,0,0,0,2.8406878891865146,0.08814787665836255,0.7727867228468888,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0
53,2,0,4,0,3,0,13,1,0,0,0,0,0,0,2.6550410181406856,0.02864616081612359,0.8830150129084287,15,2,2,0,0,0,0,0,1,0,0,0,0,0,0
47,2,0,0,0,4,1,6,1,0,0,0,0,0,0,3.0727027063429815,0.0528607064541268,0.7642308932823987,11,6,1,0,0,0,0,0,1,0,0,0,0,0,0
28,2,1,3,2,3,2,5,1,0,0,0,0,0,0,3.869226671728769,0.07925363089505934,0.7304742076063682,4,10,2,0,0,0,1,0,1,0,0,0,0,0,0
20,3,1,1,2,4,0,13,1,0,0,0,0,0,0,3.430795132118038,0.0364881615647961,0.9003134211597501,6,12,1,0,0,0,1,0,1,0,0,0,0,0,0
40,1,0,0,0,3,2,17,1,0,0,0,0,0,0,2.5670656627882735,0.08570868588700148,0.8874884739510309,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2,1,0,0,3,2,10,1,0,0,0,0,0,0,3.0316879868392204,0.0015486271450364632,0.8177624997650019,10,11,1,0,0,0,0,0,1,0,0,0,0,0,0
12,2,0,2,1,3,1,6,0,0,0,0,0,0,0,3.470718619704737,0.07336553979946414,0.8082340093349432,21,3,1,0,0,0,1,0,1,0,0,0,0,0,0
28,2,1,0,2,3,0,17,1,0,0,0,0,0,0,3.6748243128483393,0.08160513381358603,0.8134896445934621,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0
49,1,1,0,2,2,2,4,1,0,0,0,0,0,0,3.785047168791667,0.07791869210780267,0.7175565476948425,19,15,2,0,0,0,1,0,1,0,0,0,0,0,0
14,1,1,2,1,1,0,6,1,0,0,0,0,0,0,3.585367431895815,0.025818192238371007,0.8191223582094358,15,16,2,0,0,0,1,0,1,0,0,0,0,0,0
36,1,0,0,1,2,0,8,1,0,0,0,0,0,0,2.5101056897295484,0.004974159714411119,0.7582213561745681,14,5,1,0,0,0,1,0,1,0,0,0,0,0,0
10,1,1,4,0,4,2,11,1,0,0,0,0,0,0,3.2122888059327552,0.044772000480234865,0.673497311941254,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0
34,2,0,1,2,1,2,6,0,0,0,0,0,0,0,2.8461954296588403,0.02779168018687178,0.7060849084744458,27,6,1,0,0,0,0,0,1,0,0,0,0,0,0
46,3,1,4,1,4,0,5,1,0,0,0,0,0,0,3.5715138516931986,0.033981153996655425,0.7567385844617455,20,10,0,0,0,0,1,0,1,0,0,0,0,0,0
53,2,0,2,1,4,1,17,0,0,0,0,0,0,0,3.9449722620697414,0.09675933081825532,0.9110296846628081,4,10,1,0,0,0,1,0,1,0,0,0,0,0,0
37,2,1,3,0,1,2,12,0,0,0,0,0,0,0,3.954765675073859,0.016788328981470337,0.7794750944460117,6,15,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,0,2,1,3,2,6,0,0,0,0,0,0,0,3.2264169521125767,0.005732118772856099,0.8724502896720838,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0
48,3,0,2,0,4,0,11,0,0,0,0,0,0,0,3.2950747086961547,0.053757176078962424,0.8182228480404842,5,16,1,0,0,0,1,0,1,0,0,0,0,0,0
46,2,1,0,2,3,0,15,0,0,0,0,0,0,0,3.814895778557683,0.023180716551299996,0.7846167216952126,21,17,1,0,0,0,0,0,1,0,0,0,0,0,0
27,1,1,3,2,4,1,14,1,0,0,0,0,0,0,3.806818151415445,0.010604839462713012,0.8683988473408455,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0
10,1,1,1,1,1,1,7,1,0,0,0,0,0,0,3.478724935451135,0.08764482308970446,0.9027707020492126,18,15,0,0,0,0,1,0,1,0,0,0,0,0,0
29,2,1,2,0,3,0,15,1,0,0,0,0,0,0,3.5242586255134394,0.015076528567288638,0.8420522912536237,9,1,2,0,0,0,1,0,1,0,0,0,0,0,0
16,2,1,0,2,2,0,4,0,0,0,0,0,0,0,3.3135279762264434,0.025195364979899427,0.7276158158945953,23,17,2,0,0,0,0,0,1,0,0,0,0,0,0
30,3,1,2,1,3,1,16,0,0,0,0,0,0,0,2.9632985727341135,0.06148215794268355,0.7442517048057733,15,12,2,0,0,0,0,0,1,0,0,0,0,0,0
17,3,0,3,1,1,2,12,0,0,0,0,0,0,0,3.293670261586241,0.06420964469913189,0.6543392247841456,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0
15,2,1,4,0,3,0,7,1,0,0,0,0,0,0,2.509180250252528,0.04813271806535557,0.7115370034484433,19,14,2,0,0,0,0,0,1,0,0,0,0,0,0
30,2,1,2,0,2,2,14,1,0,0,0,0,0,0,3.5873664309654862,0.033326156525503685,0.7705157306986088,19,4,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,0,0,1,2,1,10,0,0,0,0,0,0,0,2.770678311220361,0.03978265689015459,0.7340225692957176,26,9,1,0,0,0,0,0,1,0,0,0,0,0,0
17,2,0,0,1,3,1,12,0,0,0,0,0,0,0,2.676231902079355,0.019733490069301564,0.7459876895070928,26,7,2,0,0,0,1,0,1,0,0,0,0,0,0
45,3,1,1,0,1,2,8,0,0,0,0,0,0,0,3.4473410971972043,0.027138338447690036,0.8051113865573192,12,4,1,0,0,0,1,0,1,0,0,0,0,0,0
25,3,1,2,0,4,0,4,1,0,0,0,0,0,0,2.89374502802843,0.08923561401510845,0.6729722681801403,22,6,1,0,0,0,0,0,1,0,0,0,0,0,0
46,3,1,0,1,3,2,17,0,0,0,0,0,0,0,3.2668174090723214,0.07547306072263164,0.6943575516208764,11,13,0,0,0,0,1,0,1,0,0,0,0,0,0
49,3,0,0,1,3,2,8,0,0,0,0,0,0,0,3.763850268350243,0.08897215120600543,0.898898126014589,5,6,0,0,0,0,1,0,1,0,0,0,0,0,0
33,1,0,1,2,3,1,16,1,0,0,0,0,0,0,3.2083512962835523,0.011920884312703984,0.8797084711768409,16,9,2,0,0,0,0,0,1,0,0,0,0,0,0
38,3,0,2,0,2,1,12,0,0,0,0,0,0,0,3.443800239796648,0.02515770672526717,0.7840552102934757,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0
36,2,0,2,0,2,1,8,0,0,0,0,0,0,0,3.0566841891792818,0.06335611133354817,0.8937960412332275,19,17,2,0,0,0,1,0,1,0,0,0,0,0,0
43,2,1,2,1,1,1,16,0,0,0,0,0,0,0,2.853741340963153,0.08074477303957506,0.6753692562128272,25,12,2,0,0,0,0,0,1,0,0,0,0,0,0
34,3,0,1,0,2,1,8,1,0,0,0,0,0,0,2.550967995693488,0.025241202110028418,0.7510450891127771,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14,3,1,0,0,2,2,6,1,0,0,0,0,0,0,2.5009721571061454,0.03151976850310736,0.8763286638089046,25,5,2,0,0,0,1,0,1,0,0,0,0,0,0
39,2,1,1,1,2,1,13,1,0,0,0,0,0,0,2.636511402853182,0.06958184500625926,0.7412732964187516,7,10,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,1,1,1,1,1,7,1,0,0,0,0,0,0,2.8978146167730343,0.06126464090927332,0.7427545406594847,4,13,1,0,0,0,0,0,1,0,0,0,0,0,0
28,3,0,3,1,1,2,11,0,0,0,0,0,0,0,2.5958808607198707,0.0485127309255061,0.785645705221156,24,11,2,0,0,0,1,0,1,0,0,0,0,0,0
19,2,0,0,1,2,0,12,0,0,0,0,0,0,0,3.5160400982976894,0.03579293256969817,0.661370936574488,27,15,1,0,0,0,1,0,1,0,0,0,0,0,0
32,3,1,3,2,3,0,16,1,0,0,0,0,0,0,2.9201319778071704,0.09300117234870942,0.7803551751472088,7,12,2,0,0,0,0,0,1,0,0,0,0,0,0
28,1,0,3,1,3,2,14,0,0,0,0,0,0,0,3.6261068870133113,0.04562837955594025,0.7325717799565019,20,7,1,0,0,0,1,0,1,0,0,0,0,0,0
26,1,0,3,1,4,2,11,0,0,0,0,0,0,0,3.683731196658883,0.05615260509708891,0.720579227544572,23,8,2,0,0,0,0,0,1,0,0,0,0,0,0
13,2,1,4,2,2,0,6,1,0,0,0,0,0,0,2.9539160861668945,0.09436891731096751,0.7766893947330172,20,3,2,0,0,0,0,0,1,0,0,0,0,0,0
47,3,0,1,0,1,2,6,1,0,0,0,0,0,0,2.7552992908588685,0.09716596812866439,0.7808350641281163,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0
33,3,1,3,1,4,2,8,1,0,0,0,0,0,0,2.88550064096583,0.014752244123724424,0.8871885212397623,24,17,0,0,0,0,1,0,1,0,0,0,0,0,0
37,1,1,4,0,3,0,5,0,0,0,0,0,0,0,3.7774515415528134,0.019032661480624147,0.8888434120670454,19,6,2,0,0,0,1,0,1,0,0,0,0,0,0
29,3,1,1,1,3,2,10,1,0,0,0,0,0,0,3.8181079060622705,0.09776013574377015,0.8389097615294747,26,16,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2,1,1,1,1,1,6,0,0,0,0,0,0,0,2.8259139217653053,0.05263096251917726,0.7093464178797347,9,5,2,0,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,0,1,1,5,1,0,0,0,0,0,0,3.953843832365438,0.03327790909194696,0.7095968846157844,9,7,0,0,0,0,1,0,1,0,0,0,0,0,0
26,3,0,3,1,4,1,5,0,0,0,0,0,0,0,2.802122458256054,0.0693283911549975,0.8785725197697105,15,6,1,0,0,0,1,0,1,0,0,0,0,0,0
24,3,1,3,2,3,2,14,0,0,0,0,0,0,0,3.0124448830291564,0.08723455330117319,0.7793546885060408,4,8,0,0,0,0,1,0,1,0,0,0,0,0,0
54,3,1,0,2,4,2,14,0,0,0,0,0,0,0,3.43990333271768,0.045592408654161004,0.8327718774119565,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
35,3,1,1,1,3,0,16,0,0,0,0,0,0,0,3.8008436913451833,0.014075367433359976,0.8833581517182669,25,8,0,0,0,0,0,0,1,0,0,0,0,0,0
14,3,0,3,2,1,0,5,1,0,0,0,0,0,0,3.505274602576844,0.05087481172010773,0.7296551900326698,24,16,0,0,0,0,1,0,1,0,0,0,0,0,0
21,2,0,2,0,1,2,16,0,0,0,0,0,0,0,3.2702334324641313,0.002902429846343169,0.7563662932770965,20,10,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2,0,2,2,3,0,13,0,0,0,0,0,0,0,3.24785688300678,0.02209338963245764,0.7470013374723332,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0
17,3,0,0,2,4,0,16,1,0,0,0,0,0,0,3.509289726884436,0.017062419639217518,0.7015064351629743,20,2,0,0,0,0,1,0,1,0,0,0,0,0,0
22,1,0,4,2,2,2,16,1,0,0,0,0,0,0,3.679129895803321,0.040286715114970985,0.741529734870002,8,13,0,0,0,0,1,0,1,0,0,0,0,0,0
12,1,0,2,0,3,1,4,0,0,0,0,0,0,0,3.258469512163604,0.03260688578618769,0.8946950101995657,15,14,2,0,0,0,0,0,1,0,0,0,0,0,0
13,1,0,3,0,2,1,6,1,0,0,0,0,0,0,3.309577327530002,0.08818925389434501,0.8962181707949433,22,17,0,0,0,0,0,0,1,0,0,0,0,0,0
35,3,0,3,2,3,1,12,1,0,0,0,0,0,0,3.4454868051598417,0.008516396829709883,0.8849175578037664,7,13,0,0,0,0,1,0,1,0,0,0,0,0,0
14,1,1,1,0,2,2,12,0,0,0,0,0,0,0,3.470658385378656,0.07784379543966319,0.8866016373398635,14,14,2,0,0,0,0,0,1,0,0,0,0,0,0
33,1,0,0,1,2,2,13,0,0,0,0,0,0,0,2.8136601315529663,0.031226444454628435,0.8621611864605389,15,1,1,0,0,0,1,0,1,0,0,0,0,0,0
14,2,1,3,0,3,1,9,0,0,0,0,0,0,0,3.4654959799052985,0.029452329508403565,0.7151344501490663,23,14,2,0,0,0,1,0,1,0,0,0,0,0,0
15,1,1,2,2,2,0,13,1,0,0,0,0,0,0,3.7546563862136297,0.08783353398676086,0.773122027426576,4,9,1,0,0,0,1,0,1,0,0,0,0,0,0
12,3,0,0,2,3,1,5,1,0,0,0,0,0,0,3.1132912652041838,0.0061908537636933166,0.7085430668356346,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0
27,3,0,2,0,2,0,12,1,0,0,0,0,0,0,3.9544727657877425,0.06671391646210992,0.8350948775411546,9,14,2,0,0,0,1,0,1,0,0,0,0,0,0
54,1,0,0,2,1,2,10,0,0,0,0,0,0,0,3.499250078654787,0.05163337292837791,0.7402958905881514,16,2,2,0,0,0,0,0,1,0,0,0,0,0,0
31,3,1,3,0,3,2,16,1,0,0,0,0,0,0,3.1338243536785075,0.04277000038580815,0.7102808668844596,1,5,2,0,0,0,1,0,1,0,0,0,0,0,0
31,2,1,1,1,1,2,4,0,0,0,0,0,0,0,2.579987000355783,0.028069132580545744,0.8461044261211135,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2,0,2,0,1,2,7,1,0,0,0,0,0,0,3.9878317478158554,0.07063110056623877,0.8230982191138688,18,14,2,0,0,0,1,0,1,0,0,0,0,0,0
22,2,0,2,2,4,0,17,1,0,0,0,0,0,0,3.095590173124741,0.000594186125273355,0.6620470050456899,21,6,1,0,0,0,0,0,1,0,0,0,0,0,0
33,3,1,0,0,4,2,12,0,0,0,0,0,0,0,2.6717548472796713,0.09346626702007542,0.7595618172373645,11,2,2,0,0,0,1,0,1,0,0,0,0,0,0
26,2,1,4,2,3,0,13,1,0,0,0,0,0,0,3.889063666099805,0.07760800840327105,0.8716415939067458,27,13,2,0,0,0,0,0,1,0,0,0,0,0,0
29,2,0,2,0,2,2,15,1,0,0,0,0,0,0,3.505918419751322,0.04664305927037263,0.7231678292750013,17,11,2,0,0,0,0,0,1,0,0,0,0,0,0
40,1,1,3,2,4,2,13,0,0,0,0,0,0,0,2.5928698221141384,0.0161079387125324,0.7339297601670748,21,10,2,0,0,0,1,0,1,0,0,0,0,0,0
40,1,1,0,0,1,1,12,1,0,0,0,0,0,0,3.2133187547828785,0.010758175069809939,0.7296660422904736,16,9,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,1,4,1,2,0,10,1,0,0,0,0,0,0,2.839976108188387,0.09143069106456113,0.7100750434544082,10,7,2,0,0,0,0,0,1,0,0,0,0,0,0
29,2,0,0,2,4,2,5,1,0,0,0,0,0,0,3.5258495310369637,0.035935899922870045,0.7931348173038981,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0
23,1,0,3,2,4,0,14,1,0,0,0,0,0,0,3.1683891253916334,0.012209605801695389,0.8967593227855643,25,13,2,0,0,0,1,0,1,0,0,0,0,0,0
48,1,0,2,2,1,1,12,0,0,0,0,0,0,0,3.8540577848358994,0.005013417214507099,0.896312150117037,8,12,2,0,0,0,0,0,1,0,0,0,0,0,0
50,2,0,4,2,1,2,4,0,0,0,0,0,0,0,3.221193346626356,0.08648120979734297,0.8559179904273235,27,7,1,0,0,0,1,0,1,0,0,0,0,0,0
16,2,0,1,0,1,2,7,1,0,0,0,0,0,0,2.8415438589144038,0.007804227649967088,0.76137205916481,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,3,1,3,1,2,0,4,1,0,0,0,0,0,0,3.0082451035242714,0.016985457506370927,0.9089736022352297,14,11,1,0,0,0,1,0,1,0,0,0,0,0,0
38,2,0,4,0,1,1,4,0,0,0,0,0,0,0,2.608663021109752,0.019684331152731983,0.666039328133655,8,16,1,0,0,0,0,0,1,0,0,0,0,0,0
52,1,0,4,1,2,0,12,0,0,0,0,0,0,0,2.9718123498577995,0.07379681854805746,0.8930548894842026,17,13,1,0,0,0,0,0,1,0,0,0,0,0,0
18,2,1,2,1,1,0,14,1,0,0,0,0,0,0,2.6402561325673175,0.04896643884598426,0.7382331725303378,19,8,0,0,0,0,0,0,1,0,0,0,0,0,0
37,2,1,0,0,2,1,16,0,0,0,0,0,0,0,3.4006117784597842,0.0643737509646521,0.7609914412428753,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0
10,3,1,1,1,2,0,16,0,0,0,0,0,0,0,2.6300093420671837,0.012323714665792553,0.7218237772608184,25,6,1,0,0,0,0,0,1,0,0,0,0,0,0
42,3,1,3,0,4,1,5,0,0,0,0,0,0,0,3.526446152140222,0.07804740977305435,0.7523126068370477,10,11,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,0,2,0,4,0,5,0,0,0,0,0,0,0,3.5978941350157134,0.07087922916632815,0.8065149480285101,24,10,2,0,0,0,0,0,1,0,0,0,0,0,0
11,3,0,4,2,1,1,15,1,0,0,0,0,0,0,3.985655319561374,0.09294480590506107,0.8211958166840986,13,3,0,0,0,0,1,0,1,0,0,0,0,0,0
18,2,0,0,1,3,1,10,1,0,0,0,0,0,0,3.8468459927445195,0.08678022504546498,0.7079722778516454,10,13,2,0,0,0,0,0,1,0,0,0,0,0,0
54,2,1,3,1,2,2,7,0,0,0,0,0,0,0,2.876997739856093,0.09741765813486071,0.7963714152874776,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0
16,1,1,0,2,2,0,7,0,0,0,0,0,0,0,3.1311402889109536,0.09936612332275921,0.9004221284449605,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0
16,1,1,1,1,3,0,9,0,0,0,0,0,0,0,3.2720696353272354,0.05189756234217652,0.6735001118150766,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,3,1,2,1,4,0,14,1,0,0,0,0,0,0,3.990750650778293,0.07620044178918267,0.6665641627274062,20,16,2,0,0,0,1,0,1,0,0,0,0,0,0
34,2,1,3,0,2,2,10,0,0,0,0,0,0,0,2.662156983151256,0.08187379022010108,0.7839870821458566,11,3,2,0,0,0,1,0,1,0,0,0,0,0,0
48,2,0,0,1,2,2,14,1,0,0,0,0,0,0,3.873326426717043,0.0667910843339677,0.799850988857581,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20,3,1,0,1,3,2,5,1,0,0,0,0,0,0,3.7780217672010696,0.06343516853399633,0.8861279037056415,23,13,2,0,0,0,1,0,1,0,0,0,0,0,0
21,2,0,0,1,3,2,16,1,0,0,0,0,0,0,2.940278419387728,0.07559832361661133,0.8772598718308771,15,10,1,0,0,0,0,0,1,0,0,0,0,0,0
41,1,1,0,0,3,0,6,1,0,0,0,0,0,0,3.2887016554365287,0.042825197436122425,0.7333801746040893,7,6,1,0,0,0,0,0,1,0,0,0,0,0,0
43,2,1,1,0,3,1,6,1,0,0,0,0,0,0,3.1762417202819595,0.010083248153516355,0.855440547269508,13,11,1,0,0,0,0,0,1,0,0,0,0,0,0
47,1,1,4,2,2,0,4,1,0,0,0,0,0,0,3.04310858072641,0.07079337181307431,0.8657080854116188,27,12,0,0,0,0,1,0,1,0,0,0,0,0,0
15,1,0,0,2,4,2,12,1,0,0,0,0,0,0,3.7911315850255534,0.056561680615330304,0.7239660595503788,19,13,1,0,0,0,0,0,1,0,0,0,0,0,0
44,3,0,3,2,3,2,14,1,0,0,0,0,0,0,2.8836919381705393,0.09421318149127654,0.7298640641894489,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
28,1,1,3,0,1,2,6,0,0,0,0,0,0,0,3.8227179891084213,0.039941637782044306,0.7358689700781874,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0
34,2,0,4,2,4,2,15,0,0,0,0,0,0,0,3.9049637951715086,0.00507947118241523,0.8872602923617142,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0
48,3,0,4,2,3,2,14,0,0,0,0,0,0,0,3.2179687045979817,0.0642481361894922,0.9112544379199079,16,6,1,0,0,0,0,0,1,0,0,0,0,0,0
37,1,0,2,1,3,2,9,0,0,0,0,0,0,0,3.6092129660499053,0.08500810352826847,0.8516177717939647,15,1,2,0,0,0,1,0,1,0,0,0,0,0,0
38,2,0,1,2,4,1,5,0,0,0,0,0,0,0,2.599037011188203,0.047010104009584434,0.8682648940530923,14,13,1,0,0,0,0,0,1,0,0,0,0,0,0
22,2,1,3,1,4,2,13,0,0,0,0,0,0,0,2.8533063078937535,0.032582077874678254,0.6865419159928583,22,1,0,0,0,0,1,0,1,0,0,0,0,0,0
10,3,1,4,0,2,1,10,1,0,0,0,0,0,0,3.4319055579832853,0.006545946125815694,0.8441921395990821,18,14,0,0,0,0,0,0,1,0,0,0,0,0,0
17,2,1,4,1,4,1,7,1,0,0,0,0,0,0,3.592029032054935,0.050407512971323745,0.884706496800224,8,17,2,0,0,0,1,0,1,0,0,0,0,0,0
23,3,0,1,1,4,0,10,1,0,0,0,0,0,0,2.53849121303618,0.005591656487856223,0.7612552970237929,26,6,1,0,0,0,1,0,1,0,0,0,0,0,0
25,3,1,0,1,2,1,17,1,0,0,0,0,0,0,3.785159495515585,0.06235699946267044,0.6787817999865664,24,13,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,0,0,0,4,0,5,1,0,0,0,0,0,0,2.7364170791343754,0.024596964888973696,0.8452372460506912,25,10,0,0,0,0,1,0,1,0,0,0,0,0,0
50,3,0,4,1,2,1,7,0,0,0,0,0,0,0,3.3357105820178123,0.032264541503620084,0.7111496302344712,21,4,0,0,0,0,1,0,1,0,0,0,0,0,0
33,3,1,2,0,3,1,7,1,0,0,0,0,0,0,3.1794884414443154,0.07012437230723954,0.8088874587255404,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,1,4,2,1,1,14,0,0,0,0,0,0,0,3.9305882588947894,0.0536999984852823,0.8599585625793671,10,3,2,0,0,0,0,0,1,0,0,0,0,0,0
11,2,1,0,2,3,2,11,0,0,0,0,0,0,0,3.2309258888913783,0.07869214079766157,0.6742779133353072,5,17,0,0,0,0,0,0,1,0,0,0,0,0,0
23,3,1,3,2,1,0,7,1,0,0,0,0,0,0,2.904882939824839,0.08055557140012659,0.7754027074969158,22,10,1,0,0,0,1,0,1,0,0,0,0,0,0
28,3,0,2,2,3,0,9,1,0,0,0,0,0,0,2.579105650038659,0.07083990596445484,0.8343243886401657,16,8,2,0,0,0,1,0,1,0,0,0,0,0,0
39,1,0,0,2,3,2,7,0,0,0,0,0,0,0,3.230094119029391,0.055063333689092366,0.7765290342827884,23,4,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,0,2,1,2,0,10,0,0,0,0,0,0,0,3.885568506953633,0.03654230642785119,0.7177755962006268,10,3,2,0,0,0,1,0,1,0,0,0,0,0,0
35,1,0,1,1,3,2,11,0,0,0,0,0,0,0,2.657470594828353,0.012789450619983912,0.7877656708836673,19,10,1,0,0,0,1,0,1,0,0,0,0,0,0
34,3,0,2,2,2,0,17,0,0,0,0,0,0,0,2.890572462082752,0.06261020844554836,0.7664279537046019,19,10,2,0,0,0,0,0,1,0,0,0,0,0,0
52,2,0,4,2,4,2,13,0,0,0,0,0,0,0,2.8296869020987447,0.09304433618284282,0.7699057471843883,17,5,0,0,0,0,1,0,1,0,0,0,0,0,0
41,2,1,3,0,4,2,14,1,0,0,0,0,0,0,2.7367118540070567,0.07632860451809605,0.6574116400927603,5,16,0,0,0,0,0,0,1,0,0,0,0,0,0
30,3,1,1,2,3,2,17,1,0,0,0,0,0,0,3.804889757245645,0.025960851417976438,0.7329742019834582,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,3,1,4,1,3,1,4,1,0,0,0,0,0,0,2.645373786690345,0.046964371840849985,0.8641494566636511,7,14,0,0,0,0,1,0,1,0,0,0,0,0,0
38,2,0,2,1,3,0,6,1,0,0,0,0,0,0,3.93674602815995,0.01241429596804643,0.7147143249078606,4,12,2,0,0,0,0,0,1,0,0,0,0,0,0
23,2,0,2,2,2,0,7,0,0,0,0,0,0,0,3.9589436412029038,0.06716797585182348,0.796928883434233,7,12,1,0,0,0,0,0,1,0,0,0,0,0,0
52,3,1,4,1,3,2,17,0,0,0,0,0,0,0,3.669395487376626,0.025873929413498187,0.7320017830211484,22,16,1,0,0,0,1,0,1,0,0,0,0,0,0
31,1,1,0,2,4,1,16,0,0,0,0,0,0,0,3.12734888755127,0.016776794129048013,0.822774361837088,21,2,2,0,0,0,0,0,1,0,0,0,0,0,0
23,1,1,1,1,4,1,11,0,0,0,0,0,0,0,2.899237493489573,0.07179004901215845,0.8860156473289238,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
32,2,1,3,0,2,1,8,1,0,0,0,0,0,0,2.7991183606593077,0.08915786131962847,0.8982743199961841,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0
28,2,0,1,2,4,2,12,1,0,0,0,0,0,0,3.3865502724400858,0.09047102655286512,0.7293070708773258,23,10,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,1,4,1,3,2,11,1,0,0,0,0,0,0,3.8642499320602703,0.07155831778436682,0.7239056333827193,20,1,2,0,0,0,1,0,1,0,0,0,0,0,0
11,3,0,1,1,1,1,14,0,0,0,0,0,0,0,3.2378022569103013,0.08169787985148558,0.6779638441746293,16,12,1,0,0,0,1,0,1,0,0,0,0,0,0
49,1,0,3,2,1,2,10,0,0,0,0,0,0,0,2.581303829436691,0.08603680627207407,0.6919163196464896,8,2,2,0,0,0,0,0,1,0,0,0,0,0,0
20,1,1,4,1,1,2,12,0,0,0,0,0,0,0,3.0762285283154363,0.05628915535179806,0.7864772156243585,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1,1,0,0,3,1,6,1,0,0,0,0,0,0,3.7628772498382164,0.06051111166457771,0.8955803448128117,14,16,1,0,0,0,1,0,1,0,0,0,0,0,0
42,2,1,4,2,2,2,17,1,0,0,0,0,0,0,2.963491687356028,0.006565545876119217,0.9061601805937991,25,16,0,0,0,0,0,0,1,0,0,0,0,0,0
16,2,1,3,0,1,0,11,0,0,0,0,0,0,0,3.1091887171026076,0.07773593827880376,0.8834849826095111,16,12,1,0,0,0,1,0,1,0,0,0,0,0,0
34,2,1,3,1,3,2,8,0,0,0,0,0,0,0,3.0145619098165763,7.090310574087156e-06,0.8003651149085746,14,10,2,0,0,0,1,0,1,0,0,0,0,0,0
53,3,1,0,0,4,2,14,0,0,0,0,0,0,0,3.879303246543307,0.0802181129585935,0.7358362779344559,22,9,2,0,0,0,0,0,1,0,0,0,0,0,0
